,goals,elo,elo_vs,location,goals_las5,goals_vs_las5,xG_las5,xG_vs_las5,shots_las5,shots_vs_las5,yellow_card_las5,yellow_card_vs_las5,red_card_las5,red_card_vs_las5,key_passes_las5,key_passes_vs_las5,xA_las5,xA_vs_las5,xGChain_las5,xGChain_vs_las5,xGBuildup_las5,xGBuildup_vs_las5,npxG_vs_las5,ppda_att_vs_las5,ppda_def_vs_las5,deep_vs_las5,xpts_vs_las5,pts_vs_las5,npxG_las5,ppda_att_las5,ppda_def_las5,deep_las5,elo_las5,elo_vs_las5
54,2.0,1638.6518897605815,1495.7729364871414,1,1.8,1.2,1.4171726000000002,0.8663889999999999,13.8,12.4,2.8,3.0,0.0,0.0,10.4,8.2,1.0006649924442172,0.7030315078794956,4.065441361069679,2.3975639052689077,2.3595353493466975,1.1605933034792542,0.8663889999999999,370.0,32.0,4.8,0.89796,1.0,1.1126527999999998,204.4,31.4,4.8,1655.3120993795303,1523.6932128971675
55,3.0,1656.9661719353762,1404.9163289180653,0,2.0,1.0,1.3725626000000002,0.9243859999999999,12.4,11.6,2.4,3.0,0.0,0.0,10.0,7.8,0.9731742074713111,0.674383545294404,3.6797785378992556,2.3050965003669264,2.0421559546142816,1.0507227586582304,0.9243859999999999,360.6,35.0,5.0,0.97632,0.8,1.0680428,196.8,30.4,4.8,1653.2441698195992,1514.162351535741
56,1.0,1668.3578142561435,1503.318814417931,1,2.0,1.4,1.209565,1.075896,12.4,10.4,2.8,3.4,0.0,0.0,10.2,7.4,0.7910402657464146,0.8092587642371655,3.504460657760501,2.7633323481306435,2.2159923231229186,1.2401482610031962,1.075896,392.2,31.4,5.2,1.2328800000000002,1.2,0.9050451999999998,182.8,31.4,4.2,1655.6536652404204,1509.2918514274538
57,0.0,1625.0904106394903,1532.3621535844338,0,1.4,1.8,0.9682686,1.100295,12.4,9.6,3.2,2.8,0.0,0.0,10.6,6.8,0.7186203522607684,0.8350676473230123,2.888669981993735,2.678905748203397,1.8402813220396639,1.0940200626850127,1.100295,403.2,33.6,5.0,1.45166,1.8,0.8160087999999999,163.6,33.0,3.4,1650.8265314350137,1528.6321197683656
58,2.0,1587.2684579122395,1490.156387280281,1,1.6,1.2,0.9578521999999999,1.002163,13.8,8.2,2.4,3.0,0.0,0.0,11.8,6.2,0.8276181146502495,0.7123026225715876,3.166880811005831,2.4439210280776025,1.9874121142551302,1.1147795826196671,1.002163,374.0,34.4,4.4,1.37946,1.2,0.9578521999999998,164.2,32.0,4.2,1635.2669489007662,1485.3053241375706
59,0.0,1609.0948845113571,1471.855005261535,0,1.2,1.2,0.8742436,1.1439482,13.2,9.0,2.8,3.0,0.0,0.0,11.0,7.6,0.746214009821415,0.873944241181016,2.762356222420931,3.4039432972669603,1.724223325587809,1.7886520370841026,1.1439482,346.8,38.2,4.8,1.62056,1.4,0.8742435999999998,153.0,31.2,4.4,1629.355547850921,1480.5217378924492
60,2.0,1601.5814917181824,1371.0334837064208,1,1.0,1.2,0.7208058,1.149751,13.2,8.2,3.2,3.0,0.0,0.0,11.0,6.6,0.6005483537912368,0.9299277521669864,2.2189194209873677,3.725784233957529,1.4718742882832885,2.1454858034849167,1.149751,339.0,37.0,4.0,1.7663,1.4,0.7208057999999998,146.2,27.6,4.0,1618.2786118074823,1473.7451688501203
61,1.0,1609.966798433932,1454.7838549349901,0,1.0,0.8,0.6683436,1.0304309999999999,12.2,8.6,3.0,2.6,0.2,0.0,10.4,6.6,0.592444059997797,0.8241654001176357,2.101402521878481,3.787063153833151,1.3903177857398987,2.4533301569521426,1.0304309999999999,322.8,37.2,4.2,1.7200599999999997,1.0,0.6683435999999998,164.6,25.8,4.4,1606.6004086430403,1464.038176953532
62,2.0,1601.5839303318355,1558.6172741055937,1,1.4,0.6,0.8561720000000002,0.9486488000000002,12.0,9.0,2.6,3.0,0.4,0.4,9.2,6.4,0.4987153200432658,0.7257659390568734,2.218820668756962,3.4955949150025845,1.2180504143238067,2.457062283158302,0.9486488000000002,308.0,33.4,4.0,1.4738600000000002,0.4,0.8561719999999997,169.6,23.8,4.0,1601.8991125815094,1469.289201057764
63,3.0,1619.1231031140048,1402.3237390660724,0,1.6,1.0,1.0780657999999999,1.1168808000000001,12.2,9.8,2.8,2.8,0.4,0.6,9.4,7.0,0.6993299031630158,0.9765518741682172,2.7602742433547975,3.9031762693077328,1.4530332416296006,2.5913922186940908,1.1168808000000001,302.2,33.8,4.0,1.4267800000000002,0.4,1.0780657999999999,169.8,24.4,3.8,1608.2700416218624,1451.7226714149224
64,1.0,1628.0449823398837,1730.9081093451655,1,1.8,1.2,1.1210704,1.1118089999999998,12.4,8.8,2.2,2.6,0.4,0.6,9.6,6.0,0.7416728291660547,0.8668054480105638,2.8340122401714325,3.2909093206748365,1.513837031275034,2.0380573539063334,1.1118089999999998,301.6,29.2,4.2,1.37424,0.4,1.1210703999999998,216.8,24.0,3.6,1612.0600611875677,1503.5332922316486
65,1.0,1633.799110456824,1663.13019718228,0,1.6,1.8,1.2103622,1.4258948,12.4,10.2,1.8,2.6,0.4,0.6,9.2,7.6,0.6833081874996424,1.1546564895659686,2.372359405271709,4.485287064872682,1.1328353444114327,2.8633746502920987,1.4258948,297.0,27.4,5.4,1.52386,1.0,1.0581013999999997,241.4,27.0,3.0,1618.503584935296,1561.9526349268203
